cn,dd,gz,jy,name,url,xl
国内知名机器人科技企业,广州,18-30万,1年以上,招聘机器人ROS算法工程师,https://www.liepin.com/a/14869217.shtml,统招本科
南京某医药CRO公司,"广州,上海,南京",18-30万,3年以上,招聘临床统计师,https://www.liepin.com/a/15058779.shtml,本科及以上
知名猎头公司 ,广州,26-46万,5年以上,招聘技术经理,https://www.liepin.com/a/14917503.shtml,统招本科
西安某大数据服务有限公司,"西安,广州",20-26万,4年以上,招聘高级爬虫工程师-西安\广州,https://www.liepin.com/a/15290121.shtml,本科及以上
某外资公司,"北京,上海,广州",36-60万,10年以上,招聘Big data Solution Architect,https://www.liepin.com/a/15194399.shtml,大专及以上
某外资公司,"上海,广州,北京",42-70万,10年以上,招聘大数据架构,https://www.liepin.com/a/15194275.shtml,统招本科
广州某知名电商平台,广州,28-42万,5年以上,招聘数据分析经理/总监,https://www.liepin.com/a/14405495.shtml,大专及以上
JR,"北京,上海,广州",30-60万,5年以上,招聘中级开发工程师,https://www.liepin.com/a/14342785.shtml,大专及以上
JR,"北京,上海,广州",48-80万,5年以上,招聘高级测试工程师,https://www.liepin.com/a/14342793.shtml,大专及以上
JR,"北京,上海,广州",45-75万,5年以上,招聘运维经理,https://www.liepin.com/a/14343073.shtml,大专及以上
立足于移动互联网技术、云计算等核心技术,广州-天河区,33-46万,5年以上,招聘运维工程师,https://www.liepin.com/a/14566973.shtml,本科及以上
立足于移动互联网技术、云计算等核心技术,广州-天河区,33-46万,5年以上,招聘运维责任工程师,https://www.liepin.com/a/14567057.shtml,本科及以上
凯博猎头（物联网和ICT）,"广州,佛山",20-39万,5年以上,招聘大数据开发工程师,https://www.liepin.com/a/14327073.shtml,大专及以上
国内领先的人工智能平台公司,"广州,深圳",30-53万,3年以上,招聘自然语言处理算法工程师（NLP）,https://www.liepin.com/a/14882759.shtml,硕士及以上
国内领先的人工智能平台公司,"广州,深圳",30-53万,2年以上,招聘机器学习高级研发工程师,https://www.liepin.com/a/14674285.shtml,硕士及以上
国内领先的人工智能平台公司,"广州,深圳",30-53万,3年以上,招聘计算机视觉算法工程师,https://www.liepin.com/a/14882713.shtml,硕士及以上
某高科技股份公司,"广州,深圳,珠海",29-48万,5年以上,招聘人工智能视频分析工程师（视频分析算法研发）,https://www.liepin.com/a/14923397.shtml,硕士及以上
知名电商平台,广州,36-48万,3年以上,招聘精准营销产品经理,https://www.liepin.com/a/15038857.shtml,统招本科
国际知名通讯公司,"深圳,武汉,广州",24-42万,2年以上,招聘图像算法工程师,https://www.liepin.com/a/13870495.shtml,统招本科
某国内知名整车厂,"广州,深圳,东莞",24-42万,2年以上,招聘BMS大数据开发/维护,https://www.liepin.com/a/15331205.shtml,本科及以上
某国内知名整车厂,"广州,深圳,东莞",24-42万,2年以上,招聘BMS算法工程师,https://www.liepin.com/a/15331185.shtml,本科及以上
	某知名 基金/资产管理,广州,36-48万,3年以上,招聘运维开发工程师,https://www.liepin.com/a/13892029.shtml,硕士及以上
广州某科技有限责任公司,"广州-海珠区,深圳-南山区,珠海-香洲区",78-104万,3年以上,招聘AI总监,https://www.liepin.com/a/15292589.shtml,学历不限
某集团公司,"深圳,东莞,广州",59-85万,5年以上,招聘测试设备项目总监（英语）,https://www.liepin.com/a/15089857.shtml,统招本科
国内知名汽车企业,"深圳,广州,惠州",18-30万,1年以上,招聘高级软件工程师,https://www.liepin.com/a/15223113.shtml,统招本科
广东sx快运有限公司,广州-天河区,18-24万,3年以上,招聘DevOps工程师,https://www.liepin.com/a/14189857.shtml,本科及以上
国内家电知名品牌,"广东,广州,深圳",56-84万,3年以上,招聘视觉算法专家,https://www.liepin.com/a/14130289.shtml,本科及以上
知名年轻人喜爱的国产手机商,"深圳,广州,上海",24-48万,2年以上,招聘数据挖掘,https://www.liepin.com/a/15092911.shtml,本科及以上
某互联网公司,"北京,上海,广州",25-49万,2年以上,招聘运维工程师,https://www.liepin.com/a/15268399.shtml,学历不限
某知名直播公司,"广州,北京",40-80万,3年以上,招聘高级算法工程师,https://www.liepin.com/a/15291077.shtml,统招本科
中文娱乐平台,"广州,上海,北京",18-36万,3年以上,招聘手游服务器开发,https://www.liepin.com/a/14092669.shtml,统招本科
国内知名地产金融公司,"上海,广州-天河区",49-70万,3年以上,招聘风险计量专家,https://www.liepin.com/a/15131001.shtml,学历不限
广州某智能科技有限公司,广州-天河区,104-130万,5年以上,招聘算法总监,https://www.liepin.com/a/15236975.shtml,硕士及以上
某龙头新能源汽车集团有限公司,广州-南沙区,24-48万,5年以上,招聘功能测试工程师,https://www.liepin.com/a/15285931.shtml,统招本科
国际互联网企业,"北京,上海,广州",32-64万,2年以上,招聘推荐算法工程师,https://www.liepin.com/a/14936847.shtml,学历不限
某装饰工程有限公司,广州-海珠区,26-46万,5年以上,招聘测试经理,https://www.liepin.com/a/15289249.shtml,统招本科
外资背景、国内著名社交互联网公司,"上海,美国,广州",48-84万,3年以上,招聘Senior Back-end Engineer/Architect,https://www.liepin.com/a/14889037.shtml,统招本科
某智能科技有限公司,"东莞-松山湖,深圳-南山区,广州-天河区",12-18万,2年以上,招聘linnux软件工程师,https://www.liepin.com/a/15008177.shtml,统招本科
三维家,广州-天河区,17-33万,3年以上,招聘高级大数据工程师,https://www.liepin.com/job/1920810335.shtml,统招本科
广州锦行网络科技有限公司,广州,24-42万,2年以上,招聘大数据开发工程师,https://www.liepin.com/job/1918193583.shtml,本科及以上
今日头条,广州-天河区,面议,1年以上,招聘后台开发工程师,https://www.liepin.com/job/1919194627.shtml,本科及以上
今日头条,广州-天河区,面议,3年以上,招聘高级后台开发工程师,https://www.liepin.com/job/1919194629.shtml,本科及以上
今日头条,广州-天河区,面议,3年以上,招聘高级后台开发工程师,https://www.liepin.com/job/1917473381.shtml,本科及以上
今日头条,广州-天河区,面议,1年以上,招聘后台开发工程师,https://www.liepin.com/job/1917473343.shtml,本科及以上
今日头条,广州-海珠区,面议,3年以上,招聘高级后台开发工程师,https://www.liepin.com/job/1917473339.shtml,本科及以上
今日头条,广州-海珠区,面议,1年以上,招聘后台开发工程师,https://www.liepin.com/job/1916563899.shtml,本科及以上
网易集团,广州-天河区,32-40万,3年以上,招聘平台开发工程师（后端方向）,https://www.liepin.com/job/1919541959.shtml,本科及以上
酷狗音乐,广州,18-30万,3年以上,招聘ZNXT-运营开发工程师,https://www.liepin.com/job/1917769341.shtml,本科及以上
广州锦行网络科技有限公司,广州,24-42万,2年以上,招聘算法设计工程师,https://www.liepin.com/job/1918193531.shtml,硕士及以上
广州天鹏计算机科技有限公司,广州-石牌,16-31万,1年以上,招聘自然语言处理工程师,https://www.liepin.com/job/1914838007.shtml,统招本科
重庆气盖世网络科技有限公司,广州,18-24万,3年以上,招聘大数据开发工程师,https://www.liepin.com/job/1919961769.shtml,本科及以上
广州游爱网络技术有限公司,广州-石牌,13-18万,2年以上,招聘C++服务端开发工程师,https://www.liepin.com/job/199252895.shtml,大专及以上
汇量信息科技,广州-天河区,面议,3年以上,招聘算法专家,https://www.liepin.com/job/1919704511.shtml,统招本科
环球启德,广州-体育中心,13-20万,3年以上,招聘高级数据分析师,https://www.liepin.com/job/1913783885.shtml,统招本科
环球启德,广州-体育中心,10-13万,2年以上,招聘数据分析师,https://www.liepin.com/job/1918583933.shtml,本科及以上
广州尚宸,广州,36-72万,3年以上,招聘资深推荐算法工程师,https://www.liepin.com/job/199589040.shtml,本科及以上
申迪,广州,11-23万,1年以上,招聘运维工程师,https://www.liepin.com/job/1917464601.shtml,本科及以上
Topgames,广州,8-20万,1年以上,招聘【20万顶薪】运维工程师 Topgames 互联网游戏公司,https://www.liepin.com/job/1920823309.shtml,大专及以上
上海珑享商贸有限公司,广州-海珠区,24-30万,5年以上,招聘Technical Project Manager (eCommerce) 电商数据项目经理,https://www.liepin.com/job/1919522929.shtml,本科及以上
Oracle甲骨文,广州,面议,5年以上,招聘云技术解决方案顾问 - Customer Success Manager,https://www.liepin.com/job/1912624823.shtml,统招本科
有米科技,广州,18-30万,3年以上,招聘后端开发工程师(J10385),https://www.liepin.com/job/1920845997.shtml,统招本科
有米科技,广州,18-30万,5年以上,招聘爬虫逆向工程师(J10356),https://www.liepin.com/job/1919687523.shtml,本科及以上
有米科技,广州,21-35万,3年以上,招聘爬虫(J10367),https://www.liepin.com/job/1920071275.shtml,本科及以上
广州云徙科技有限公司,广州-大沙,18-36万,3年以上,招聘自然语言处理工程师,https://www.liepin.com/job/1920339327.shtml,本科及以上
广州云徙科技有限公司,广州-大沙,49-84万,8年以上,招聘大数据架构师,https://www.liepin.com/job/1919387083.shtml,本科及以上
新文溯科技,广州,14-22万,3年以上,招聘高级测试工程师,https://www.liepin.com/job/1914085450.shtml,统招本科
新文溯科技,广州,面议,8年以上,招聘架构师,https://www.liepin.com/job/1916557669.shtml,统招本科
广州银行信用卡,广州,面议,3年以上,招聘SIT测试环境管理工程师,https://www.liepin.com/job/1919004215.shtml,统招本科
深圳商道名家教育科技有限公司,广州-天河区,72-108万,2年以上,招聘人工智能工程师,https://www.liepin.com/job/1920193267.shtml,硕士及以上
深圳商道名家教育科技有限公司,广州-天河区,84-144万,3年以上,招聘高级深度学习算法工程师,https://www.liepin.com/job/1920162727.shtml,硕士及以上
深圳商道名家教育科技有限公司,广州-天河区,84-156万,3年以上,招聘NLP自然语言处理工程师,https://www.liepin.com/job/1920162691.shtml,硕士及以上
深圳商道名家教育科技有限公司,广州-天河区,48-84万,3年以上,招聘数据挖掘工程师,https://www.liepin.com/job/1920157713.shtml,本科及以上
深圳商道名家教育科技有限公司,广州-天河区,60-96万,5年以上,招聘数据挖掘高级工程师,https://www.liepin.com/job/1920157515.shtml,本科及以上
四三九九信息科技,广州,面议,经验不限,招聘C++后端开发,https://www.liepin.com/job/194984359.shtml,本科及以上
四三九九信息科技,广州,面议,经验不限,招聘 系统运维工程师,https://www.liepin.com/job/195114331.shtml,大专及以上
四三九九信息科技,广州-石牌,面议,经验不限,招聘PHP资深开发工程师(数据方向),https://www.liepin.com/job/195447849.shtml,本科及以上
四三九九信息科技,广州-石牌,面议,经验不限,招聘PHP开发高级工程师/系统架构设计师(运营平台方向),https://www.liepin.com/job/195447875.shtml,本科及以上
四三九九信息科技,广州-天河区,10-18万,1年以上,招聘游戏数据分析师,https://www.liepin.com/job/195216187.shtml,统招本科
四三九九信息科技,广州,24-42万,3年以上,招聘C++后端主程,https://www.liepin.com/job/197207861.shtml,本科及以上
四三九九信息科技,广州-石牌,面议,经验不限,招聘数据研发工程师,https://www.liepin.com/job/1914266771.shtml,本科及以上
四三九九信息科技,广州,面议,经验不限,招聘系统运维工程师,https://www.liepin.com/job/1918758951.shtml,本科及以上
速游,广州-棠下,8-16万,1年以上,招聘手游服务端开发,https://www.liepin.com/job/198815044.shtml,本科及以上
速游,广州,8-16万,经验不限,招聘游戏服务端开发,https://www.liepin.com/job/1914680861.shtml,统招本科
速游,广州-五山,9-13万,1年以上,招聘运维工程师,https://www.liepin.com/job/1919651441.shtml,本科及以上
Nord Anglia Education,广州,面议,10年以上,招聘Senior IT System Analyst,https://www.liepin.com/job/1920442229.shtml,本科及以上
Nord Anglia Education,广州,面议,5年以上,招聘IT System Analyst,https://www.liepin.com/job/1920442571.shtml,大专及以上
腾讯大粤网,广州,15-30万,3年以上,招聘运维工程师（base广州南沙）,https://www.liepin.com/job/1920121917.shtml,大专及以上
汇丰软件,广州,面议,1年以上,招聘Consultant Specialist - 0000D6OJ,https://www.liepin.com/job/1920613411.shtml,学历不限
